  
       XFOIL         Version 6.99
  
 Calculated polar for: NACA 0010                                       
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.030     Re =     0.050 e 6     Ncrit =   6.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
   6.600   0.6662   0.01883   0.00783   0.0114   0.1165   1.0000
   6.700   0.6750   0.01951   0.00866   0.0118   0.1132   1.0000
   6.800   0.6834   0.02015   0.00937   0.0122   0.1099   1.0000
   6.900   0.6917   0.02077   0.00998   0.0126   0.1070   1.0000
   7.000   0.7002   0.02148   0.01061   0.0129   0.1045   1.0000
   7.100   0.7084   0.02230   0.01157   0.0133   0.1025   1.0000
   7.200   0.7164   0.02318   0.01263   0.0138   0.1007   1.0000
   7.300   0.7242   0.02408   0.01371   0.0142   0.0991   1.0000
   7.400   0.7316   0.02498   0.01474   0.0147   0.0975   1.0000
   7.500   0.7388   0.02585   0.01571   0.0151   0.0957   1.0000
   7.600   0.7460   0.02666   0.01658   0.0156   0.0939   1.0000
   7.700   0.7534   0.02746   0.01737   0.0159   0.0921   1.0000
   7.800   0.7608   0.02843   0.01826   0.0161   0.0905   1.0000
   7.900   0.7651   0.02960   0.01972   0.0169   0.0891   1.0000
   8.000   0.7692   0.03085   0.02121   0.0176   0.0879   1.0000
   8.100   0.7731   0.03219   0.02276   0.0182   0.0870   1.0000
   8.200   0.7766   0.03360   0.02437   0.0189   0.0863   1.0000
   8.300   0.7795   0.03507   0.02602   0.0195   0.0856   1.0000
   8.400   0.7817   0.03657   0.02770   0.0202   0.0849   1.0000
   8.500   0.7835   0.03809   0.02938   0.0208   0.0842   1.0000
   8.600   0.7849   0.03959   0.03103   0.0214   0.0833   1.0000
   8.700   0.7863   0.04105   0.03261   0.0220   0.0824   1.0000
   8.800   0.7878   0.04245   0.03411   0.0226   0.0815   1.0000
   8.900   0.7907   0.04367   0.03538   0.0231   0.0804   1.0000
   9.000   0.7962   0.04464   0.03636   0.0235   0.0792   1.0000
   9.100   0.8009   0.04580   0.03751   0.0238   0.0781   1.0000
   9.200   0.8034   0.04740   0.03909   0.0242   0.0774   1.0000
   9.300   0.7989   0.04932   0.04119   0.0249   0.0772   1.0000
   9.400   0.7942   0.05127   0.04330   0.0256   0.0770   1.0000
   9.500   0.7890   0.05323   0.04539   0.0262   0.0770   1.0000
   9.600   0.7832   0.05520   0.04748   0.0268   0.0769   1.0000
   9.700   0.7765   0.05718   0.04956   0.0273   0.0769   1.0000
   9.800   0.7695   0.05914   0.05160   0.0278   0.0770   1.0000
   9.900   0.7614   0.06104   0.05357   0.0283   0.0770   1.0000
  10.000   0.7526   0.06289   0.05548   0.0288   0.0771   1.0000
  10.100   0.7437   0.06479   0.05743   0.0291   0.0772   1.0000
  10.200   0.7347   0.06678   0.05946   0.0291   0.0773   1.0000
  10.300   0.7255   0.06888   0.06160   0.0290   0.0774   1.0000
  10.400   0.7877   0.08100   0.07356   0.0197   0.0764   1.0000
  10.500   0.7799   0.08347   0.07606   0.0184   0.0766   1.0000
  10.600   0.7727   0.08606   0.07866   0.0169   0.0768   1.0000
  10.700   0.7660   0.08877   0.08139   0.0152   0.0770   1.0000
  10.800   0.7600   0.09154   0.08415   0.0135   0.0771   1.0000
  10.900   0.7548   0.09435   0.08696   0.0117   0.0773   1.0000
  11.000   0.7503   0.09716   0.08978   0.0100   0.0774   1.0000
  11.400   0.6899   0.12022   0.11266  -0.0086   0.0860   1.0000
  11.500   0.6888   0.12245   0.11488  -0.0096   0.0864   1.0000
  11.600   0.6880   0.12463   0.11705  -0.0105   0.0868   1.0000
