beta,S_h [m^2],(x_h - x_CG) [m]
0.6763819095477386,0.01593555778894472,0.4176655170876672
0.6798994974874372,0.016018432160804022,0.4155046459719143
0.6834170854271356,0.016101306532663315,0.4133660191176471
0.6869346733668341,0.016184180904522612,0.41124929480614486
0.6904522613065327,0.01626705527638191,0.4091541382823872
0.6939698492462312,0.016349929648241206,0.4070802215785662
0.6974874371859296,0.016432804020100503,0.40502722334293945
0.7010050251256281,0.0165156783919598,0.4029948286738351
0.7045226130653266,0.016598552763819094,0.4009827289586306
0.7080402010050251,0.01668142713567839,0.3989906217175302
0.7115577889447235,0.016764301507537688,0.39701821045197744
0.715075376884422,0.016847175879396985,0.39506520449754046
0.7185929648241205,0.016930050251256278,0.39313131888111896
0.722110552763819,0.017012924623115575,0.39121627418232435
0.7256281407035176,0.017095798994974876,0.3893197963988919
0.729145728643216,0.01717867336683417,0.38744161681598904
0.7326633165829145,0.017261547738693466,0.3855814718792867
0.7361809045226131,0.017344422110552767,0.3837391030716723
0.7396984924623116,0.01742729648241206,0.3819142567934783
0.74321608040201,0.017510170854271357,0.38010668424611227
0.7467336683417085,0.017593045226130654,0.3783161413189771
0.750251256281407,0.01767591959798995,0.3765423884795713
0.7537688442211055,0.017758793969849244,0.3747851906666667
0.7572864321608039,0.01784166834170854,0.37304431718646325
0.7608040201005024,0.01792454271356784,0.37131954161162484
0.7643216080402009,0.018007417085427135,0.36961064168310326
0.7678391959798995,0.018090291457286432,0.3679173992146597
0.7713567839195979,0.01817316582914573,0.3662396
0.7748743718592964,0.018256040201005023,0.36457703372243844
0.778391959798995,0.018338914572864323,0.36292949386701095
0.7819095477386935,0.01842178894472362,0.3612967776349614
0.785427135678392,0.018504663316582914,0.3596786858605247
0.7889447236180904,0.01858753768844221,0.3580750229299363
0.7924623115577889,0.018670412060301508,0.3564855967025999
0.7959798994974874,0.018753286432160805,0.35491021843434345
0.7994974874371858,0.018836160804020098,0.35334870270270274
0.8030150753768843,0.018919035175879395,0.35180086733416777
0.8065326633165828,0.019001909547738692,0.35026653333333335
0.8100502512562813,0.01908478391959799,0.3487455248138958
0.8135678391959797,0.019167658291457283,0.34723766893143926
0.8170854271356784,0.019250532663316586,0.34574279581795814
0.8206030150753769,0.01933340703517588,0.3442607385180649
0.8241206030150754,0.019416281407035177,0.3427913329268293
0.8276381909547739,0.019499155778894474,0.3413344177292046
0.8311557788944723,0.01958203015075377,0.3398898343409915
0.8346733668341708,0.019664904522613064,0.33845742685129443
0.8381909547738693,0.01974777889447236,0.33703704196642686
0.8417085427135678,0.01983065326633166,0.3356285289552239
0.8452261306532662,0.019913527638190952,0.33423173959571945
0.8487437185929647,0.01999640201005025,0.3328465281231498
0.8522613065326632,0.020079276381909546,0.33147275117924535
0.8557788944723617,0.020162150753768843,0.3301102677627716
0.8592964824120601,0.020245025125628136,0.3287589391812866
0.8628140703517588,0.02032789949748744,0.3274186290040768
0.8663316582914573,0.020410773869346734,0.3260892030162413
0.8698492462311558,0.02049364824120603,0.32477052917388793
0.8733668341708543,0.020576522613065328,0.32346247756041424
0.8768844221105527,0.020659396984924625,0.32216492034383953
0.8804020100502512,0.020742271356783918,0.3208777317351599
0.8839195979899497,0.020825145728643215,0.3196007879476976
0.8874371859296482,0.020908020100502512,0.31833396715741796
0.8909547738693466,0.02099089447236181,0.317077149464185
0.8944723618090451,0.021073768844221102,0.31583021685393264
0.8979899497487436,0.0211566432160804,0.31459305316172365
0.901507537688442,0.021239517587939696,0.3133655440356745
0.9050251256281407,0.021322391959798997,0.3121475769017213
0.9085427135678392,0.021405266331658294,0.3109390409292035
0.9120603015075377,0.02148814070351759,0.3097398269972451
0.9155778894472362,0.021571015075376884,0.30854982766191
0.9190954773869346,0.02165388944723618,0.30736893712411156
0.9226130653266331,0.021736763819095478,0.3061970511982571
0.9261306532663316,0.02181963819095477,0.30503406728160615
0.9296482412060301,0.02190251256281407,0.30387988432432433
0.9331658291457285,0.021985386934673366,0.3027344028002154
0.936683417085427,0.022068261306532663,0.30159752467811163
0.9402010050251255,0.022151135678391956,0.30046915339390706
0.943718592964824,0.022234010050251253,0.29934919382321623
0.9472361809045224,0.02231688442211055,0.298237552254642
0.9507537688442211,0.02239975879396985,0.29713413636363634
0.9542713567839196,0.022482633165829147,0.2960388551869405
0.9577889447236181,0.022565507537688444,0.29495161909758655
0.9613065326633166,0.022648381909547738,0.2938723397804496
0.964824120603015,0.022731256281407035,0.29280093020833337
0.9683417085427135,0.022814130653266332,0.2917373046185781
0.971859296482412,0.02289700502512563,0.29068137849017583
0.9753768844221105,0.022979879396984922,0.28963306852138077
0.9788944723618089,0.02306275376884422,0.2885922926078029
0.9824120603015074,0.023145628140703516,0.2875589698209719
0.9859296482412059,0.023228502512562813,0.28653302038735984
0.9894472361809044,0.023311376884422107,0.28551436566785177
0.992964824120603,0.02339425125628141,0.28450292813765177
0.9964824120603015,0.023477125628140704,0.28349863136661624
1.0,0.02356,0.28250139999999996
